happiness_id,country_id,year_id,Happiness_Score,Life_Satisfaction,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Public_Trust,Mental_Health_Index,Work_Life_Balance,Climate_Index
2474,20,2017,6.25,6.04,0.21,80.51,0.22,0.38,0.06,0.2,85.55,8.68,53.52
2475,20,2020,4.75,7.98,0.67,67.88,0.99,0.49,0.97,0.76,87.99,3.43,37.01
2476,8,2018,7.59,7.05,0.67,73.09,0.71,0.41,0.01,0.78,82.37,7.56,71.08
2477,19,2015,3.67,8.39,0.9,69.72,0.83,0.23,0.95,0.58,40.27,8.88,68.84
2478,19,2014,6.36,7.57,0.02,52.43,0.09,0.22,0.55,0.37,40.12,4.91,84.12
2479,8,2010,3.02,7.85,0.85,70.85,0.3,-0.11,0.7,0.01,98.65,4.03,96.86
2480,5,2008,7.62,7.34,0.52,50.48,0.06,0.31,0.19,0.12,55.85,6.4,51.54
2481,1,2005,3.56,4.46,0.62,61.37,0.37,0.22,0.65,0.08,56.94,7.77,80.53
2482,16,2011,3.47,6.43,0.09,82.63,0.98,0.15,0.88,0.01,83.93,8.7,60.42
2483,6,2013,4.67,4.28,0.43,60.64,0.11,0.29,0.14,0.72,74.9,7.16,84.86
2484,1,2012,4.87,6.24,0.23,82.89,0.56,0.11,0.13,0.96,67.81,5.02,41.5
2485,19,2009,4.07,7.58,0.25,58.75,0.01,0.17,0.3,0.01,46.99,5.97,65.06
2486,16,2023,5.93,6.11,0.5,61.01,0.71,0.08,0.16,0.11,44.89,7.57,35.4
2487,4,2014,5.21,4.01,0.81,71.99,0.2,0.3,0.11,0.86,82.22,7.73,69.28
2488,7,2015,3.17,5.85,0.74,76.66,0.13,0.41,0.68,0.69,47.48,3.45,41.83
2489,20,2019,4.6,4.34,0.59,67.55,0.34,0.39,0.21,0.4,66.15,6.68,97.2
2490,8,2010,7.05,7.9,0.54,80.87,0.77,0.35,0.67,0.99,84.17,8.8,68.8
2491,8,2019,6.45,7.92,0.43,51.41,0.11,-0.19,0.86,0.57,95.39,7.71,67.06
2492,20,2009,6.62,8.03,0.97,82.28,0.23,0.44,0.65,0.67,92.42,3.04,98.06
2493,7,2023,6.49,4.15,0.56,56.87,0.01,-0.01,0.12,0.65,91.84,4.35,64.89
2494,6,2023,4.55,4.16,0.25,80.95,0.97,0.42,0.57,0.22,61.51,5.67,77.37
2495,7,2014,3.5,8.52,0.23,64.03,0.59,-0.06,0.39,0.49,95.63,7.24,33.27
2496,16,2016,4.36,4.62,0.61,79.15,0.72,0.11,0.34,0.22,81.02,6.33,79.58
2497,7,2008,7.16,7.35,0.52,73.51,0.65,0.32,0.32,0.51,93.19,3.46,37.3
2498,16,2022,7.9,7.98,0.01,56.16,0.14,0.25,0.93,0.03,45.34,7.43,84.62
2499,7,2020,5.47,6.24,0.83,82.13,0.59,0.09,0.74,0.38,42.37,8.03,91.38
2500,6,2012,3.05,6.73,0.7,58.59,0.13,0.28,0.13,0.37,65.78,4.23,52.08
2501,6,2008,3.7,5.14,0.66,58.54,0.4,0.18,0.48,0.29,89.68,3.4,91.47
2502,19,2016,4.61,8.62,0.07,78.5,0.57,-0.01,0.32,0.08,64.51,7.75,63.78
2503,20,2006,5.89,5.51,0.36,53.71,0.56,0.25,0.98,0.77,93.08,6.84,70.01
2504,6,2008,3.38,5.09,0.94,57.77,0.12,-0.06,0.98,0.42,54.09,7.82,58.77
2505,16,2009,7.72,6.63,0.86,67.63,0.03,0.29,0.32,0.81,42.36,6.4,63.36
2506,6,2007,4.83,4.95,0.29,79.07,0.8,-0.2,0.35,0.84,85.68,5.57,93.58
2507,19,2013,7.56,7.43,0.16,55.16,0.73,0.18,0.6,0.21,77.57,8.78,96.31
2508,8,2022,6.9,6.58,0.45,69.17,0.08,0.08,0.48,0.42,66.41,7.68,61.21
2509,16,2015,6.78,4.74,0.36,74.89,0.13,0.01,0.21,0.72,90.72,5.47,66.01
2510,19,2007,6.03,4.34,0.68,80.12,0.89,0.16,0.66,0.5,89.45,8.45,38.13
2511,5,2006,6.13,4.68,0.97,82.74,0.77,0.25,0.33,0.86,59.47,8.96,52.79
2512,5,2013,6.19,4.68,0.36,77.46,1.0,0.48,0.65,0.57,90.28,4.85,65.93
2513,4,2018,6.14,5.56,0.06,72.85,0.25,0.38,0.38,0.63,60.71,8.35,44.18
2514,7,2008,5.77,8.17,0.9,65.18,0.49,0.3,0.7,0.79,77.31,3.27,70.36
2515,20,2013,7.93,4.29,0.04,53.92,0.24,0.14,0.67,0.12,51.55,4.29,77.97
2516,3,2017,6.66,4.64,0.95,74.84,0.62,0.07,0.51,0.58,55.85,3.97,75.5
2517,1,2022,6.88,5.51,0.66,84.75,0.12,-0.18,0.7,0.09,66.87,5.14,60.98
2518,19,2019,7.36,6.77,0.94,75.79,0.13,0.05,0.46,0.26,58.88,6.38,83.85
2519,8,2014,4.08,7.81,0.2,50.58,0.07,0.39,0.12,0.21,47.75,7.32,52.37
2520,1,2020,3.42,8.61,0.04,67.37,0.69,0.07,0.18,0.57,68.94,8.42,62.85
2521,8,2016,5.41,6.06,0.49,71.51,0.49,0.12,0.25,0.84,70.68,3.95,48.91
2522,1,2024,5.57,4.53,0.45,74.14,0.62,-0.01,0.06,0.13,49.52,6.47,72.25
2523,19,2009,7.15,5.07,0.33,75.19,0.88,-0.01,0.71,0.77,50.46,6.33,60.85
2524,3,2006,5.22,5.44,0.96,69.53,0.74,-0.16,0.37,0.14,41.76,5.75,45.2
2525,1,2014,5.85,7.93,0.82,57.82,0.46,0.23,0.09,0.19,41.82,7.17,51.57
2526,19,2005,5.64,7.43,0.66,82.98,0.98,0.11,0.82,0.92,61.52,6.08,49.56
2527,6,2011,3.19,5.05,0.16,74.38,0.46,0.22,0.68,0.01,48.8,6.3,93.76
2528,3,2021,6.08,8.19,0.73,58.29,0.11,0.18,0.45,0.2,95.15,8.42,66.54
2529,16,2020,7.14,8.3,0.73,61.28,0.99,0.36,0.25,0.22,51.96,8.16,75.69
2530,8,2007,3.79,8.41,0.43,82.27,0.02,0.33,0.15,0.28,43.96,6.46,95.43
2531,5,2018,5.97,5.38,0.92,81.06,0.55,0.34,0.46,0.36,64.25,3.94,42.76
2532,7,2014,5.97,4.67,0.17,64.18,0.31,0.15,0.89,0.1,51.55,8.75,95.58
2533,5,2011,3.82,4.52,0.27,51.34,0.5,0.05,0.19,0.47,43.71,6.74,67.77
2534,3,2021,3.62,6.0,0.06,51.7,0.56,0.45,0.57,0.4,85.16,7.84,89.93
2535,16,2010,7.9,6.15,0.8,59.94,0.24,-0.16,0.96,0.62,73.43,3.33,41.76
2536,8,2008,4.97,8.34,0.62,72.02,0.56,-0.09,0.64,0.87,43.42,8.38,49.11
2537,16,2021,4.14,5.34,0.31,70.45,0.76,0.09,0.44,0.3,68.08,7.16,43.59
2538,1,2013,3.86,7.13,0.16,72.18,0.27,0.23,0.72,0.55,42.33,7.11,75.74
2539,8,2008,6.34,7.94,0.04,75.1,0.38,-0.19,0.82,0.37,61.26,3.66,39.85
2540,1,2011,6.05,5.35,0.17,50.67,0.27,0.3,0.59,0.04,61.8,7.28,85.48
2541,19,2006,6.22,5.34,0.45,53.68,0.82,0.19,0.87,0.82,89.38,3.46,47.53
2542,3,2021,3.44,7.35,0.25,62.58,0.72,0.14,0.51,0.63,84.12,3.33,47.88
2543,19,2012,7.47,7.63,0.26,55.42,0.87,0.1,0.83,0.0,93.82,4.95,49.68
2544,4,2019,4.95,8.8,0.88,52.64,0.17,0.16,0.95,0.25,48.43,3.14,82.25
2545,16,2019,4.57,8.25,0.52,72.43,0.07,-0.09,0.5,0.31,72.03,3.96,94.7
2546,1,2012,5.31,8.11,0.73,78.54,0.12,-0.12,0.61,0.81,41.21,7.36,93.53
2547,6,2020,4.95,7.46,0.04,76.34,0.16,0.0,0.61,0.76,89.53,8.01,37.09
2548,19,2023,7.32,4.59,0.37,78.6,0.53,0.3,0.78,0.4,61.99,4.08,48.37
2549,4,2015,7.65,8.05,0.48,73.3,0.97,0.21,0.82,0.16,44.16,7.94,77.05
2550,20,2006,4.52,8.68,0.19,75.74,0.36,0.14,0.03,0.39,59.48,5.88,73.3
2551,5,2021,7.32,5.95,0.12,59.51,0.96,0.2,0.73,0.81,57.21,8.75,54.5
2552,8,2020,6.91,5.57,0.87,84.76,0.04,0.19,0.78,0.45,85.96,3.84,90.4
2553,4,2019,7.65,6.61,0.94,56.41,0.93,0.01,0.7,0.12,47.6,3.32,39.13
2554,3,2017,4.23,8.78,0.08,57.51,0.18,-0.13,0.71,0.04,73.35,8.07,74.73
2555,19,2019,5.88,4.25,0.35,60.11,0.91,0.43,0.04,0.33,87.64,5.17,49.12
2556,3,2008,4.37,7.54,0.96,84.14,0.06,0.22,0.44,0.15,84.37,5.74,66.9
2557,5,2020,7.12,8.07,0.08,84.59,0.95,0.29,0.82,0.75,96.15,6.07,57.12
2558,6,2016,3.03,7.94,0.64,77.82,0.2,0.12,0.93,0.28,40.04,7.95,98.58
2559,16,2008,5.82,6.83,0.97,72.02,0.3,0.33,0.23,0.88,61.23,3.46,64.07
2560,16,2007,4.7,8.6,0.98,68.2,0.49,0.21,0.58,0.62,62.18,6.31,98.33
2561,3,2021,4.61,4.67,0.47,83.97,0.38,-0.16,0.8,0.39,42.0,5.58,47.85
2562,1,2022,6.22,5.23,0.16,74.35,0.67,0.42,0.75,0.61,89.04,5.04,83.76
2563,6,2022,7.26,5.53,0.2,83.07,0.97,0.01,0.62,0.3,81.33,5.09,80.19
2564,16,2021,6.05,4.04,0.89,61.08,0.61,-0.1,0.02,0.14,71.68,8.58,89.34
2565,6,2016,7.27,5.85,0.91,61.68,0.72,-0.14,0.72,0.96,64.3,4.61,78.55
2566,4,2008,4.32,4.8,0.61,79.92,0.09,0.3,0.77,0.56,93.72,5.73,77.77
2567,6,2016,5.6,7.62,0.77,55.24,0.63,0.29,0.72,0.01,55.87,5.96,76.25
2568,7,2024,5.25,6.07,0.74,83.11,0.45,0.29,0.77,0.31,60.07,7.32,98.95
2569,5,2019,3.06,7.52,0.66,67.76,0.89,0.44,0.43,0.16,97.16,6.11,45.97
2570,16,2020,5.78,5.47,0.83,82.42,0.39,0.04,0.99,0.26,43.88,6.73,32.11
2571,6,2009,6.31,4.66,0.69,61.79,0.68,0.19,0.77,0.06,86.84,5.39,77.46
2572,3,2019,5.96,4.66,0.53,75.06,0.23,0.23,0.58,0.25,83.08,7.31,42.06
2573,20,2021,6.68,5.02,0.24,66.9,0.26,0.49,0.93,0.68,94.11,5.8,77.56
2574,7,2022,5.86,4.58,0.74,71.94,0.38,0.02,0.91,0.82,45.43,4.34,52.38
2575,7,2009,3.33,5.1,0.47,67.65,0.3,0.47,0.81,0.35,98.23,7.9,33.03
2576,1,2017,3.58,6.9,0.29,83.85,0.25,-0.1,0.56,0.52,41.73,7.59,83.88
2577,6,2023,5.98,5.28,0.8,74.22,0.05,0.33,0.53,0.04,60.26,6.76,33.62
2578,1,2017,4.37,5.71,0.7,58.8,0.84,0.24,0.33,0.09,45.09,6.13,45.69
2579,1,2022,3.4,4.26,0.94,81.84,0.06,0.37,0.25,0.55,43.07,4.25,53.55
2580,20,2018,5.15,8.46,0.17,60.29,0.89,-0.18,0.51,0.84,97.88,8.21,39.29
2581,4,2008,5.77,4.69,0.65,63.01,0.13,-0.15,0.58,0.09,83.18,3.58,93.95
2582,6,2008,4.64,5.74,0.24,53.57,0.07,-0.15,0.24,0.42,70.34,5.3,73.53
2583,19,2024,6.6,5.9,0.9,81.5,0.56,0.22,0.92,0.97,46.49,8.12,91.28
2584,16,2024,6.22,7.86,0.1,60.01,0.5,0.22,0.56,0.74,71.56,6.57,77.74
2585,1,2023,4.66,6.42,0.66,59.06,0.49,0.43,0.53,0.2,59.2,5.63,99.44
2586,5,2017,6.77,5.91,0.79,82.21,0.57,0.13,0.44,0.29,56.3,7.75,66.76
2587,8,2016,6.24,7.48,0.35,78.19,0.29,-0.15,0.06,0.95,77.09,8.94,33.76
2588,5,2011,6.19,6.99,0.95,54.94,0.66,-0.05,0.88,0.22,87.46,4.13,41.26
2589,20,2016,5.77,4.39,0.85,76.93,0.5,-0.19,0.32,0.44,66.6,3.3,71.19
2590,20,2008,3.06,5.56,0.29,81.96,0.33,0.34,0.64,0.36,69.6,5.78,54.34
2591,3,2006,6.48,8.89,0.01,52.75,0.83,0.37,0.61,0.49,79.09,4.72,37.9
2592,4,2006,4.88,6.42,0.3,78.88,0.73,0.5,0.58,0.24,47.48,7.0,46.67
2593,16,2009,7.71,6.12,0.28,69.16,0.39,0.09,0.53,0.67,89.72,5.97,63.22
2594,1,2014,7.09,4.75,0.89,73.42,0.85,-0.19,0.18,0.23,90.22,5.99,66.27
2595,5,2014,5.94,8.2,0.97,67.25,0.92,-0.04,0.28,0.6,72.46,5.13,95.42
2596,8,2013,4.26,4.67,0.07,74.42,0.54,0.21,0.52,0.36,51.25,4.26,36.35
2597,20,2017,4.02,4.53,0.47,51.19,0.21,0.47,0.79,0.25,70.05,4.28,55.05
2598,20,2011,4.7,6.2,0.55,76.69,0.92,-0.13,0.43,0.7,46.36,5.32,65.42
2599,4,2009,5.38,6.18,0.09,51.17,0.19,-0.11,0.2,0.97,85.8,7.09,37.93
2600,8,2014,4.48,8.91,0.38,65.94,0.05,0.29,0.09,0.87,58.67,5.02,78.15
2601,8,2014,5.57,4.64,0.32,55.28,0.33,0.27,0.66,0.09,58.67,4.96,66.05
2602,4,2010,3.83,6.42,0.54,78.83,0.73,-0.02,0.42,0.45,96.7,5.55,62.17
2603,20,2023,7.89,5.01,0.66,60.98,0.92,0.37,0.13,0.69,65.31,8.95,75.93
2604,16,2012,3.54,7.51,0.7,65.89,0.64,-0.11,0.67,0.56,87.37,3.55,50.15
2605,6,2005,7.66,5.96,0.14,65.01,0.95,0.45,0.21,0.73,78.23,4.77,53.75
2606,6,2021,7.57,7.24,0.81,77.04,0.09,-0.06,0.51,0.98,58.97,4.75,41.39
2607,4,2011,5.63,5.69,0.68,66.84,0.06,-0.14,0.31,0.34,47.43,8.85,66.66
2608,8,2018,6.62,6.82,0.89,77.61,0.6,0.04,0.93,0.77,87.86,5.44,56.07
2609,1,2021,5.18,6.35,0.45,52.57,0.97,-0.07,0.23,0.09,85.75,6.4,48.22
2610,4,2013,6.15,5.87,0.89,56.71,0.5,0.17,0.42,0.87,50.15,4.19,38.73
2611,16,2021,4.7,6.69,0.87,69.3,0.05,0.28,0.96,0.78,54.95,3.08,31.63
2612,4,2009,4.51,5.92,0.44,83.15,0.22,0.14,0.32,0.52,85.97,5.04,43.53
2613,7,2024,5.89,8.03,0.38,52.62,0.24,0.26,0.64,0.82,99.02,6.83,47.32
2614,5,2012,5.49,6.48,0.93,51.51,0.34,0.06,0.32,0.67,90.62,7.15,63.98
2615,8,2010,5.9,8.52,0.72,55.48,0.04,-0.18,0.11,0.55,81.05,7.52,46.87
2616,3,2015,4.43,5.11,0.93,72.44,0.9,0.48,0.63,0.95,94.93,8.16,87.24
2617,3,2023,4.83,4.56,0.8,63.96,0.52,0.37,0.92,0.13,57.11,3.69,63.19
2618,8,2008,3.42,5.9,0.61,78.89,0.67,-0.15,0.45,0.99,40.58,3.5,73.67
2619,16,2022,3.26,4.92,0.12,52.52,0.07,0.11,0.63,0.15,59.26,7.73,44.56
2620,7,2005,4.27,5.97,0.29,56.87,0.05,0.24,0.61,0.48,98.32,5.61,59.13
2621,7,2017,3.37,5.04,0.97,60.5,0.59,-0.07,0.42,0.23,92.92,8.68,72.19
2622,20,2018,3.52,8.34,0.32,71.94,0.89,0.2,0.61,0.27,43.02,8.66,51.77
2623,5,2005,7.06,6.84,0.09,73.98,0.53,0.17,0.26,0.63,70.12,3.85,53.53
2624,6,2015,3.19,6.49,0.71,54.35,0.88,-0.05,0.38,0.03,44.74,7.15,86.52
2625,19,2021,6.29,7.94,0.73,83.03,0.81,-0.1,0.44,0.94,87.34,3.4,88.6
2626,16,2008,4.36,4.65,0.29,61.94,0.08,0.33,0.86,0.28,62.36,5.42,67.31
2627,19,2016,7.36,8.29,0.3,74.96,0.2,0.03,0.35,0.27,94.72,8.05,92.75
2628,19,2014,5.42,6.42,0.47,68.35,0.66,-0.03,0.64,0.86,43.27,5.77,81.57
2629,8,2010,4.53,4.68,0.02,57.8,0.44,0.32,0.21,0.76,84.04,3.2,33.87
2630,3,2005,5.59,8.1,0.79,79.62,0.29,0.32,0.25,0.67,63.96,4.44,69.16
2631,3,2011,4.91,6.3,0.32,78.64,0.42,-0.01,0.65,0.15,56.09,3.52,78.85
2632,6,2020,5.82,7.02,0.85,63.86,0.45,0.41,0.76,0.77,71.05,5.45,67.86
2633,8,2018,3.57,8.47,0.8,70.6,0.91,0.28,0.46,0.36,69.13,7.18,88.24
2634,19,2024,7.98,8.45,0.66,59.02,0.1,0.04,0.34,0.99,60.93,6.96,51.06
2635,1,2024,5.13,8.46,0.32,74.14,0.28,0.1,0.91,0.67,78.93,7.31,34.58
2636,3,2010,4.74,6.08,0.52,60.82,0.54,0.31,0.14,0.84,79.68,5.3,74.35
2637,16,2009,6.55,7.75,0.44,79.54,0.7,-0.05,0.72,0.73,44.63,4.59,81.16
2638,16,2022,4.82,5.17,0.34,57.61,0.63,0.13,0.69,0.59,75.72,3.34,83.57
2639,20,2019,7.17,8.16,0.85,50.52,0.94,0.26,0.69,0.72,82.64,8.65,30.77
2640,4,2010,5.27,5.71,0.48,59.4,0.8,0.18,0.94,0.6,44.55,3.71,77.14
2641,1,2023,6.6,6.32,0.83,56.69,0.56,0.23,0.73,0.05,79.55,4.07,31.45
2642,3,2005,3.54,8.46,0.11,67.79,0.21,0.18,0.3,0.35,88.24,3.15,84.24
2643,7,2005,7.23,8.03,0.14,57.13,0.45,-0.06,0.35,0.32,89.92,4.9,79.22
2644,3,2017,6.68,8.76,0.98,76.71,0.69,0.09,0.39,0.71,42.5,7.91,69.72
2645,20,2007,4.06,5.82,0.59,58.45,0.84,0.17,0.03,0.58,81.85,4.99,65.44
2646,16,2014,3.73,4.76,0.51,74.74,0.96,0.35,0.91,0.61,87.82,7.0,80.06
2647,19,2007,4.58,8.55,0.52,70.25,0.61,0.26,0.07,0.85,63.81,8.79,34.0
2648,7,2013,7.88,6.47,0.22,84.52,0.53,0.1,0.7,0.53,72.57,8.36,88.25
2649,8,2012,4.28,8.45,0.72,85.0,0.02,0.48,0.73,0.22,55.91,4.08,44.09
2650,5,2007,5.28,7.66,0.08,80.43,0.07,-0.12,0.84,0.01,58.61,5.16,63.45
2651,19,2017,3.15,8.37,0.57,76.6,0.16,-0.06,0.55,0.16,70.1,7.51,64.08
2652,5,2010,4.99,7.27,0.57,63.53,0.05,0.04,0.73,0.03,49.07,8.87,84.4
2653,1,2017,5.86,8.06,0.91,76.36,0.4,-0.04,0.3,0.24,62.23,7.3,43.51
2654,4,2024,7.77,4.6,0.53,83.48,0.34,0.24,0.75,0.63,58.09,4.51,50.98
2655,7,2024,5.58,8.84,0.14,50.82,0.64,-0.17,0.34,0.15,54.29,3.8,76.42
2656,6,2016,7.1,4.9,0.57,68.83,0.54,-0.08,0.9,0.08,69.03,5.97,58.89
2657,7,2017,5.74,4.12,0.09,57.63,0.6,0.01,0.16,0.97,90.32,4.16,50.92
2658,3,2006,3.2,6.65,0.2,69.53,0.47,0.28,0.32,1.0,54.54,4.37,73.5
2659,16,2020,4.58,7.56,0.03,66.33,0.28,0.41,0.5,0.64,79.58,6.81,36.06
2660,3,2010,5.88,7.58,0.51,70.15,0.95,0.36,0.78,0.11,55.25,6.09,85.28
2661,3,2023,7.75,5.7,0.08,69.28,0.09,-0.07,0.75,0.82,48.53,3.72,66.73
2662,1,2017,7.3,7.77,0.47,83.6,0.94,0.2,0.21,0.54,96.6,3.92,44.42
2663,19,2021,4.14,8.21,0.93,69.33,0.31,-0.18,0.14,0.18,77.99,3.12,58.6
2664,6,2013,4.1,7.05,0.72,79.62,0.51,0.02,0.3,0.58,46.28,4.32,39.18
2665,6,2021,4.01,5.93,0.08,61.19,0.11,0.36,0.48,0.04,77.96,8.32,73.16
2666,3,2006,7.61,7.07,0.22,65.33,0.07,0.12,0.54,0.97,50.58,7.76,76.85
2667,5,2023,7.26,8.31,0.67,66.46,0.43,-0.1,0.43,0.83,93.27,5.49,58.37
2668,1,2023,6.87,8.5,0.89,59.76,0.74,0.11,0.66,0.26,54.85,7.45,53.78
2669,3,2011,4.96,4.16,0.03,63.29,0.27,-0.06,0.43,0.42,88.41,5.44,89.48
2670,4,2014,5.52,4.61,0.81,70.95,0.56,0.08,0.95,0.4,51.95,7.75,70.32
2671,16,2014,5.32,4.02,0.56,70.31,0.28,0.14,0.26,0.86,73.5,4.09,76.69
2672,19,2024,4.27,6.46,0.55,72.28,0.39,0.04,0.63,0.35,94.74,3.92,38.93
2673,8,2013,5.53,6.18,0.96,62.31,0.91,0.46,0.61,0.05,57.76,3.47,79.93
2674,4,2021,3.15,6.73,0.75,61.05,0.86,0.19,0.28,0.21,44.88,4.45,61.12
2675,5,2019,3.66,7.42,0.85,71.41,0.52,0.39,0.41,0.22,73.16,3.88,55.67
2676,7,2006,7.43,5.83,0.35,54.65,0.24,0.33,0.37,0.95,50.34,7.79,95.06
2677,7,2008,6.76,5.04,0.55,58.86,0.19,0.26,0.17,0.92,83.7,4.44,33.78
2678,4,2023,5.11,5.97,0.62,51.47,0.95,0.15,0.48,0.3,75.45,6.1,43.69
2679,3,2021,5.59,4.05,0.32,52.54,0.2,-0.2,0.39,0.0,60.78,7.54,56.25
2680,8,2009,4.85,8.15,0.57,58.52,0.81,0.23,0.18,0.52,82.34,7.06,52.68
2681,20,2011,6.7,5.92,0.24,50.68,0.37,0.05,0.45,0.8,54.31,4.23,65.75
2682,20,2022,6.92,7.11,0.14,58.59,0.99,-0.12,0.42,0.27,95.02,3.46,58.06
2683,5,2011,6.82,5.62,0.37,72.92,0.37,0.11,0.13,0.44,60.81,8.47,85.18
2684,3,2021,6.61,7.07,0.74,52.14,0.35,0.31,0.13,0.17,85.78,6.73,83.76
2685,6,2011,4.02,6.7,0.92,65.29,0.64,0.47,0.65,0.33,55.51,7.24,84.07
2686,6,2008,4.69,5.04,0.46,81.96,0.96,0.06,0.71,0.76,82.89,5.32,55.85
2687,19,2012,5.35,7.13,0.64,77.69,0.98,0.18,0.94,0.43,41.89,4.45,58.52
2688,8,2017,4.65,4.55,0.1,60.69,0.71,0.4,0.09,0.45,57.73,6.18,80.43
2689,8,2008,6.77,6.41,0.9,82.37,0.75,0.03,0.12,0.79,45.57,3.47,38.69
2690,7,2010,4.65,7.6,0.57,61.54,0.56,-0.1,0.05,0.76,67.07,7.8,89.63
2691,1,2009,3.69,6.75,0.78,52.54,0.76,-0.0,0.53,0.19,66.11,6.93,67.89
2692,5,2016,5.0,7.73,0.79,84.79,0.86,0.43,0.62,0.42,61.54,7.57,89.4
2693,20,2008,7.9,5.37,0.26,80.45,0.49,-0.09,0.4,0.85,98.87,6.42,85.55
2694,5,2013,4.13,4.24,0.53,66.31,0.62,0.03,0.8,0.46,54.65,6.47,56.21
2695,6,2008,6.06,4.28,0.96,73.32,0.54,0.13,0.69,0.66,87.46,6.6,37.11
2696,6,2023,5.16,5.34,0.09,73.49,0.56,0.39,0.99,0.31,66.85,7.7,94.46
2697,4,2018,3.36,6.04,0.68,56.81,0.89,0.46,0.14,0.06,60.09,4.35,54.12
2698,19,2009,5.44,6.69,0.96,57.0,0.36,0.1,0.06,0.16,52.21,7.09,56.16
2699,8,2022,6.51,7.79,0.3,66.44,0.21,0.45,0.27,0.4,78.0,6.32,93.63
2700,16,2014,5.57,8.2,0.86,81.91,0.46,-0.09,0.02,0.35,60.02,5.97,94.21
2701,5,2023,7.36,7.47,0.93,50.35,0.21,-0.09,0.93,0.9,88.78,6.25,48.4
2702,6,2016,4.44,6.32,0.75,77.39,0.5,0.46,0.3,0.55,98.11,4.63,36.23
2703,1,2022,3.43,5.32,0.23,52.01,0.9,0.16,0.55,0.63,53.63,3.22,30.08
2704,7,2021,7.68,6.14,0.33,66.74,0.62,-0.07,0.32,0.69,47.72,7.55,60.68
2705,20,2015,4.89,5.37,0.04,72.33,0.86,0.14,0.25,0.53,58.93,8.5,69.8
2706,19,2007,5.88,7.12,0.83,74.04,0.17,0.35,0.15,0.77,68.03,5.88,48.92
2707,1,2021,6.96,8.09,0.85,52.05,0.9,0.38,0.32,0.78,58.06,8.03,48.18
2708,19,2005,4.62,6.59,0.63,64.65,0.6,0.4,0.62,0.35,98.23,6.33,54.97
2709,4,2019,6.58,4.23,0.35,70.43,0.03,0.2,0.97,0.08,86.75,8.58,48.42
2710,16,2013,3.68,8.7,0.08,52.31,0.63,0.41,0.56,0.99,97.97,6.05,90.09
2711,6,2019,4.46,5.47,0.75,54.73,0.95,0.16,0.53,0.64,62.39,4.23,75.0
2712,7,2007,3.72,8.57,0.73,73.23,0.08,0.22,0.04,0.71,58.28,8.22,88.03
2713,1,2023,7.06,8.07,0.91,68.26,0.58,0.33,0.84,0.76,64.44,7.8,90.23
2714,19,2017,4.11,6.07,0.73,55.66,0.92,0.1,0.04,0.61,71.37,5.39,60.45
2715,8,2016,6.59,4.28,0.83,68.73,0.01,-0.15,0.91,0.47,84.49,8.05,63.43
2716,4,2024,7.72,8.74,0.75,81.94,0.63,0.05,0.54,0.98,92.87,3.05,98.45
2717,8,2005,5.64,7.3,0.63,50.55,0.47,0.24,0.17,0.73,67.79,7.8,87.18
2718,7,2021,5.7,5.25,0.43,72.49,0.35,-0.07,0.45,0.85,57.35,7.13,85.85
2719,1,2017,5.31,6.67,0.9,52.58,0.63,-0.1,0.99,0.44,59.13,5.28,70.86
2720,4,2005,4.63,7.18,0.65,50.23,0.05,0.01,0.31,0.9,81.82,7.75,62.28
2721,1,2014,5.38,5.13,0.4,55.27,0.75,-0.18,0.27,0.73,74.05,3.76,92.62
2722,6,2019,6.01,4.47,0.08,64.8,0.0,0.32,0.12,0.75,69.19,4.22,86.32
2723,3,2011,7.93,5.34,0.29,78.08,0.31,-0.02,0.6,0.09,52.17,6.2,66.18
2724,4,2022,7.69,4.24,0.54,59.86,0.5,-0.11,0.09,0.62,92.53,8.29,48.93
2725,8,2020,7.31,4.35,0.28,71.9,0.38,0.29,0.77,0.34,86.86,3.78,40.31
2726,7,2018,7.45,4.78,0.22,64.39,0.31,0.39,0.92,0.67,48.44,6.39,68.69
2727,16,2022,5.34,4.79,0.53,58.2,0.83,-0.19,0.93,0.57,62.04,7.52,50.72
2728,6,2011,6.29,5.24,0.17,68.0,0.93,-0.04,0.11,0.11,72.53,7.46,48.5
2729,3,2021,7.48,8.69,0.8,77.91,0.87,0.46,0.56,0.53,67.26,6.77,37.41
2730,16,2022,4.96,6.88,0.48,79.14,0.52,0.07,0.1,0.45,63.87,8.65,32.41
2731,20,2016,7.81,6.11,0.57,79.63,0.88,0.46,0.57,0.78,83.13,5.89,84.83
2732,6,2012,5.08,6.82,0.15,61.85,0.92,-0.01,0.81,0.5,43.27,8.28,37.56
2733,7,2006,6.01,4.03,0.32,77.77,0.41,-0.05,0.54,0.48,68.28,6.72,92.2
2734,19,2011,6.55,8.47,0.41,57.43,0.28,-0.05,0.87,0.72,55.73,7.42,44.96
2735,4,2008,7.75,6.66,0.81,75.84,0.1,-0.14,0.8,0.67,45.08,5.79,83.18
2736,1,2022,4.22,6.26,0.77,83.19,0.48,0.43,0.28,0.99,67.89,4.01,87.61
2737,7,2010,6.73,8.71,0.22,50.48,0.95,0.49,0.63,0.35,50.28,3.65,85.48
2738,4,2013,5.6,7.65,0.62,65.41,0.56,0.47,0.01,0.69,55.49,7.09,91.1
